Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1403636579.8596756,8168,1403636579,848555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.07819075048934597,-0.0991347015132779,-0.003490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294791458333332,-0.35140495833333335,-2.557901208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.8597963,8169,1403636579,853555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.07120943348136866,-0.1075122819228507,0.0013962634015954637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.213069375,-0.3840937916666667,-2.606934458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9084222,8170,1403636579,858555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.06562437987498679,-0.12147491593880534,0.009773843811168246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.245758208333333,-0.40861041666666664,-2.672312125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9085958,8171,1403636579,863555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.06283185307179587,-0.13055062804917586,0.01815142422074103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115002875,-0.44129925,-2.778550833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9087577,8172,1403636579,868555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.05864306286700947,-0.1319468914507713,0.031415926535897934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.025108583333333,-0.4903325,-2.8847895416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9088485,8173,1403636579,873555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04817108735504349,-0.1466076571675237,0.047472955654245766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000591958333333,-0.4494714583333333,-2.982856041666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9090812,8174,1403636579,878555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04049163864626844,-0.1605702911834783,0.06422811647339133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959730916666666,-0.43312704166666666,-3.0890947499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9091678,8175,1403636579,883555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04049163864626844,-0.16755160819145562,0.07330382858376185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976075333333333,-0.40861041666666664,-3.18716125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9093328,8176,1403636579,888555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04328416544945937,-0.17662732030182612,0.0767944870877505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.984247541666667,-0.40861041666666664,-3.2443667083333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.909462,8177,1403636579,893555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04468042885105484,-0.18919369091618532,0.08237954069413235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.967903124999999,-0.367749375,-3.268883333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9095068,8178,1403636579,898555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04537856055185257,-0.20106192982974677,0.07400196028455958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.016936375,-0.53936575,-3.211677875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9095962,8179,1403636579,903555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.039095375244672985,-0.21362830044410594,0.07120943348136866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.164036124999999,-0.5720545833333333,-3.195333458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9593103,8180,1403636579,908555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.032812189937493394,-0.22270401255447644,0.06492624817418906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.302963666666667,-0.612915625,-3.170816833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9593487,8181,1403636579,913555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.02024581932313422,-0.2303834612632515,0.06073745796940267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.466407833333333,-0.6782932916666666,-3.1054391666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9594424,8182,1403636579,918555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.010471975511965976,-0.2324778563656447,0.0614355896702004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.629852,-0.5965712083333333,-3.0890947499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.959477,8183,1403636579,923555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.0013962634015954637,-0.2331759880664424,0.06422811647339133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695229666666666,-0.4903325,-3.0482337083333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.959782,8184,1403636579,928555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.00767944870877505,-0.22759093446006054,0.06492624817418906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744262916666667,-0.465815875,-3.0318892916666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9598627,8185,1403636579,933555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.00767944870877505,-0.22689280275926282,0.06911503837897544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.760607333333333,-0.3759215833333333,-3.0482337083333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9599004,8186,1403636579,938555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.00767944870877505,-0.2199114857512855,0.08168140899333462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.687057458333333,-0.35957716666666667,-3.0727503333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9600253,8187,1403636579,943555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.004886921905584123,-0.21642082724729686,0.08936085770210968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638024208333333,-0.35140495833333335,-3.1299557916666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.960196,8188,1403636579,948555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.0020943951023931952,-0.21851522234969004,0.10122909661567112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.621679791666667,-0.21247741666666667,-3.178989041666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636579.9602854,8189,1403636579,953555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.00767944870877505,-0.2115339053417127,0.10611601852125524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.597163166666666,-0.122583125,-3.178989041666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0084007,8190,1403636579,958555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.02024581932313422,-0.21013764194011728,0.1075122819228507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.580818749999999,-0.07354987499999999,-3.195333458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.008473,8191,1403636579,963555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.029321531433504733,-0.2115339053417127,0.11100294042683936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.588990958333333,-0.122583125,-3.2852277500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0086033,8192,1403636579,968555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.03839724354387525,-0.20385445663293766,0.11379546723003027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.523613291666665,-0.196133,-3.268883333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.008688,8193,1403636579,973555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04049163864626844,-0.1954768762233649,0.12147491593880534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.499096666666667,-0.32688833333333334,-3.2280222916666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0088513,8194,1403636579,978555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.033510321638291124,-0.19757127132575814,0.13892820845874865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556302125,-0.53936575,-3.2361945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0089393,8195,1403636579,983555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.020943951023931952,-0.18779742751458986,0.15219271077390556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.523613291666665,-0.6864655000000001,-3.211677875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.009026,8196,1403636579,988555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.004886921905584123,-0.18011797880581482,0.1626646862858715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.580818749999999,-0.8499096666666667,-3.2361945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0091152,8197,1403636579,993555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.009773843811168246,-0.17383479349863523,0.1689478715930511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638024208333333,-0.8662540833333333,-3.2361945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0092032,8198,1403636579,998555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.024434609527920613,-0.1605702911834783,0.16964600329384885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638024208333333,-0.8662540833333333,-3.219850083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.009293,8199,1403636580,3555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.032812189937493394,-0.1445132620651305,0.16824973989225336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.670713041666666,-0.8253930416666666,-3.2280222916666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0698237,8200,1403636580,8555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.039095375244672985,-0.13683381335635544,0.15498523757709648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744262916666667,-0.53936575,-3.317916583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0698695,8201,1403636580,13555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.039095375244672985,-0.13124875974997358,0.13962634015954636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809640583333332,-0.367749375,-3.3832942499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0699036,8202,1403636580,18555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.03420845333908886,-0.12147491593880534,0.13543754995475996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.899534874999999,-0.17978858333333333,-3.3751220416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.069937,8203,1403636580,23555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.017453292519943295,-0.12356931104119852,0.12985249634837812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97308475,0.016344416666666667,-3.3996386666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.06997,8204,1403636580,28555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,0.003490658503988659,-0.1270599695451872,0.12636183784438945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.030290208333332,0.10623870833333333,-3.4241552916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.070425,8205,1403636580,33555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.013962634015954637,-0.12775810124598494,0.12217304763960307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.193734375,0.13075533333333333,-3.391466458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0707433,8206,1403636580,38555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.027925268031909273,-0.12985249634837812,0.1165879940332212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.422556208333333,0.16344416666666667,-3.391466458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.070782,8207,1403636580,43555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.03700098014227979,-0.12426744274199628,0.1075122819228507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.528794916666666,0.024516625,-3.3506054166666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.0710473,8208,1403636580,48555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04328416544945937,-0.12356931104119852,0.09494591130849153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.626861416666666,-0.057205458333333334,-3.3506054166666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.071302,8209,1403636580,53555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.04328416544945937,-0.11728612573401893,0.09215338450530061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.692239083333332,-0.057205458333333334,-3.366949833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.112663,8210,1403636580,58555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.041887902047863905,-0.11379546723003027,0.09215338450530061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.586000375,-0.220649625,-3.342433208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.1127014,8211,1403636580,63555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.03420845333908886,-0.11030480872604163,0.0991347015132779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.553311541666666,-0.367749375,-3.391466458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403636580.1127408,8212,1403636580,68555500,imu4,0.0,0.0,0.0,1.0,99999.9,0.0,0.0,0.0,99999.9,0.0,0.0,0.0,99999.9,-0.02583087292951608,-0.11100294042683936,0.12356931104119852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.381695166666667,-0.43312704166666666,-3.415983083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
